Price,Open,High,Low,Close,Volume,Return,Ticker
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F,,
Datetime,,,,,,,
2023-05-02 13:00:00+00:00,1994.4000244140625,1998.300048828125,1993.0999755859375,1995.9000244140625,14219,0.0007521058873034558,GC=F
2023-05-02 14:00:00+00:00,1996.0,2022.4000244140625,1995.9000244140625,2017.5999755859375,71944,0.010872263593586284,GC=F
2023-05-02 15:00:00+00:00,2017.5999755859375,2024.9000244140625,2015.9000244140625,2023.699951171875,31471,0.003023382067679714,GC=F
2023-05-02 16:00:00+00:00,2023.800048828125,2028.800048828125,2022.800048828125,2024.4000244140625,23752,0.00034593727285603393,GC=F
2023-05-02 17:00:00+00:00,2024.4000244140625,2026.4000244140625,2020.5999755859375,2021.699951171875,16234,-0.0013337646757680677,GC=F
2023-05-02 18:00:00+00:00,2021.699951171875,2025.0,2020.699951171875,2023.5999755859375,6039,0.0009398152346797861,GC=F
2023-05-02 19:00:00+00:00,2023.699951171875,2027.4000244140625,2023.5,2027.4000244140625,6498,0.001877865622638586,GC=F
2023-05-02 20:00:00+00:00,2027.300048828125,2027.4000244140625,2025.0,2025.800048828125,3552,-0.0007891760711603579,GC=F
2023-05-02 22:00:00+00:00,2026.4000244140625,2026.4000244140625,2024.699951171875,2024.800048828125,0,-0.0004936321334272353,GC=F
2023-05-02 23:00:00+00:00,2024.800048828125,2025.5999755859375,2024.699951171875,2025.0999755859375,639,0.00014812660538310318,GC=F
2023-05-03 00:00:00+00:00,2025.0,2025.9000244140625,2023.300048828125,2025.199951171875,2387,4.9368222380552496e-05,GC=F
2023-05-03 01:00:00+00:00,2025.199951171875,2026.800048828125,2024.5999755859375,2025.699951171875,2108,0.0002468892020812685,GC=F
2023-05-03 02:00:00+00:00,2025.699951171875,2027.5,2025.300048828125,2025.800048828125,2004,4.941386121481983e-05,GC=F
2023-05-03 03:00:00+00:00,2025.800048828125,2027.4000244140625,2025.699951171875,2027.199951171875,1782,0.0006910367805350592,GC=F
2023-05-03 04:00:00+00:00,2027.199951171875,2028.9000244140625,2024.699951171875,2024.800048828125,1908,-0.0011838508294964578,GC=F
2023-05-03 05:00:00+00:00,2024.699951171875,2025.5999755859375,2023.5,2023.9000244140625,1822,-0.0004445003913267076,GC=F
2023-05-03 06:00:00+00:00,2023.9000244140625,2027.800048828125,2023.199951171875,2027.0,3593,0.0015316841486945343,GC=F
2023-05-03 07:00:00+00:00,2026.9000244140625,2027.800048828125,2021.5,2023.5999755859375,6018,-0.001677367742507374,GC=F
2023-05-03 08:00:00+00:00,2023.699951171875,2025.800048828125,2023.199951171875,2024.5999755859375,3991,0.0004941688140267519,GC=F
2023-05-03 09:00:00+00:00,2024.5999755859375,2026.5,2024.0999755859375,2026.0,7255,0.0006915066832682282,GC=F
2023-05-03 10:00:00+00:00,2026.0,2026.5,2024.199951171875,2025.4000244140625,7385,-0.00029613799898198234,GC=F
2023-05-03 11:00:00+00:00,2025.5,2026.0,2023.199951171875,2024.800048828125,6098,-0.0002962257226747367,GC=F
2023-05-03 12:00:00+00:00,2024.800048828125,2025.4000244140625,2016.0,2022.699951171875,17202,-0.0010371876756253284,GC=F
2023-05-03 13:00:00+00:00,2022.699951171875,2029.300048828125,2021.199951171875,2022.699951171875,19932,0.0,GC=F
2023-05-03 14:00:00+00:00,2023.0,2031.4000244140625,2020.5999755859375,2030.300048828125,26312,0.0037574024025890385,GC=F
2023-05-03 15:00:00+00:00,2030.300048828125,2036.0,2029.300048828125,2032.5999755859375,17116,0.0011328014098901384,GC=F
2023-05-03 16:00:00+00:00,2032.5999755859375,2034.5,2032.0,2033.199951171875,7387,0.0002951764209111474,GC=F
2023-05-03 17:00:00+00:00,2033.300048828125,2037.9000244140625,2031.5,2033.4000244140625,19606,9.840313151299185e-05,GC=F
2023-05-03 18:00:00+00:00,2033.199951171875,2045.4000244140625,2025.800048828125,2031.9000244140625,37253,-0.0007376807229223514,GC=F
2023-05-03 19:00:00+00:00,2031.9000244140625,2045.0999755859375,2028.0,2044.300048828125,22341,0.006102674474664838,GC=F
2023-05-03 20:00:00+00:00,2044.199951171875,2050.0,2037.0,2048.800048828125,8327,0.0022012424265114294,GC=F
2023-05-03 22:00:00+00:00,2054.699951171875,2085.39990234375,2052.5,2064.5,0,0.00766299824175376,GC=F
2023-05-03 23:00:00+00:00,2064.5,2064.60009765625,2058.60009765625,2060.0,3935,-0.0021797045289416728,GC=F
2023-05-04 00:00:00+00:00,2060.0,2065.0,2059.800048828125,2062.199951171875,4497,0.0010679374620752302,GC=F
2023-05-04 01:00:00+00:00,2062.199951171875,2062.89990234375,2052.199951171875,2053.199951171875,11082,-0.004364271270051012,GC=F
2023-05-04 02:00:00+00:00,2053.10009765625,2055.199951171875,2047.300048828125,2052.199951171875,5512,-0.0004870446248692595,GC=F
2023-05-04 03:00:00+00:00,2052.300048828125,2052.39990234375,2048.39990234375,2049.699951171875,2784,-0.0012182048823129454,GC=F
2023-05-04 04:00:00+00:00,2049.699951171875,2053.800048828125,2049.39990234375,2052.60009765625,2438,0.001414912696229953,GC=F
2023-05-04 05:00:00+00:00,2052.60009765625,2053.800048828125,2049.60009765625,2051.10009765625,2831,-0.0007307804387775008,GC=F
2023-05-04 06:00:00+00:00,2051.300048828125,2051.800048828125,2045.0,2047.5,9680,-0.001755203298153929,GC=F
2023-05-04 07:00:00+00:00,2047.4000244140625,2047.9000244140625,2040.5,2042.5999755859375,12505,-0.0023931743170024777,GC=F
2023-05-04 08:00:00+00:00,2042.5,2043.9000244140625,2039.300048828125,2042.9000244140625,5545,0.00014689554083591183,GC=F
2023-05-04 09:00:00+00:00,2042.800048828125,2046.699951171875,2042.0999755859375,2046.0,5456,0.0015174387140293177,GC=F
2023-05-04 10:00:00+00:00,2046.0,2049.199951171875,2045.0999755859375,2048.199951171875,7183,0.0010752449520405882,GC=F
2023-05-04 11:00:00+00:00,2048.39990234375,2053.0,2048.0,2050.199951171875,7698,0.0009764671651590895,GC=F
2023-05-04 12:00:00+00:00,2050.199951171875,2051.199951171875,2041.800048828125,2044.9000244140625,20898,-0.0025850779846049443,GC=F
2023-05-04 13:00:00+00:00,2045.0,2054.0,2040.300048828125,2052.60009765625,39224,0.0037655010759725105,GC=F
2023-05-04 14:00:00+00:00,2052.60009765625,2068.10009765625,2051.39990234375,2063.89990234375,56302,0.0055051174850875295,GC=F
2023-05-04 15:00:00+00:00,2063.800048828125,2064.699951171875,2051.800048828125,2059.300048828125,31264,-0.0022287192854660853,GC=F
2023-05-04 16:00:00+00:00,2059.300048828125,2062.5,2055.699951171875,2059.10009765625,18213,-9.709666737922618e-05,GC=F
2023-05-04 17:00:00+00:00,2059.0,2059.39990234375,2052.60009765625,2054.5,21195,-0.002234033042631589,GC=F
2023-05-04 18:00:00+00:00,2054.39990234375,2059.0,2053.199951171875,2057.699951171875,6789,0.001557532816682805,GC=F
2023-05-04 19:00:00+00:00,2057.800048828125,2058.5,2055.39990234375,2057.800048828125,6372,4.86454092556432e-05,GC=F
2023-05-04 20:00:00+00:00,2057.800048828125,2059.300048828125,2057.10009765625,2058.60009765625,3109,0.0003887884192541602,GC=F
2023-05-04 22:00:00+00:00,2058.0,2058.5,2055.699951171875,2057.199951171875,0,-0.0006801449616024025,GC=F
2023-05-04 23:00:00+00:00,2057.10009765625,2058.300048828125,2056.60009765625,2058.0,655,0.00038890183118533983,GC=F
2023-05-05 00:00:00+00:00,2058.0,2058.10009765625,2056.300048828125,2057.0,1122,-0.0004859086491739717,GC=F
2023-05-05 01:00:00+00:00,2057.0,2061.300048828125,2056.39990234375,2060.199951171875,5106,0.0015556398502065694,GC=F
2023-05-05 02:00:00+00:00,2060.199951171875,2060.300048828125,2053.800048828125,2055.199951171875,3879,-0.0024269488974387743,GC=F
2023-05-05 03:00:00+00:00,2055.199951171875,2059.10009765625,2055.10009765625,2058.199951171875,3886,0.001459711984855394,GC=F
2023-05-05 04:00:00+00:00,2057.89990234375,2059.199951171875,2056.39990234375,2056.5,1117,-0.0008259407308347511,GC=F
2023-05-05 05:00:00+00:00,2056.39990234375,2057.300048828125,2053.5,2053.800048828125,3799,-0.0013128865411500268,GC=F
2023-05-05 06:00:00+00:00,2053.89990234375,2056.300048828125,2052.60009765625,2055.10009765625,4618,0.0006329967850895457,GC=F
2023-05-05 07:00:00+00:00,2055.10009765625,2055.5,2047.4000244140625,2048.60009765625,6888,-0.003162862970719993,GC=F
2023-05-05 08:00:00+00:00,2048.60009765625,2050.0,2046.9000244140625,2048.0,5182,-0.0002929306002360521,GC=F
2023-05-05 09:00:00+00:00,2048.10009765625,2048.300048828125,2045.300048828125,2045.800048828125,4948,-0.0010741949081420898,GC=F
2023-05-05 10:00:00+00:00,2045.699951171875,2047.4000244140625,2044.0,2047.300048828125,8506,0.000733209484895303,GC=F
2023-05-05 11:00:00+00:00,2047.300048828125,2047.300048828125,2042.699951171875,2043.5,9658,-0.001856126966001015,GC=F
2023-05-05 12:00:00+00:00,2043.4000244140625,2046.4000244140625,2015.300048828125,2018.0,60203,-0.012478590653290933,GC=F
2023-05-05 13:00:00+00:00,2018.0999755859375,2021.0,2008.4000244140625,2011.300048828125,52251,-0.0033200947333374975,GC=F
2023-05-05 14:00:00+00:00,2011.300048828125,2018.199951171875,2007.0,2018.0999755859375,29064,0.0033808614292902828,GC=F
2023-05-05 15:00:00+00:00,2018.0999755859375,2022.699951171875,2015.300048828125,2022.699951171875,20032,0.002279359616265797,GC=F
2023-05-05 16:00:00+00:00,2022.800048828125,2026.699951171875,2020.5999755859375,2024.9000244140625,12330,0.0010876913508168773,GC=F
2023-05-05 17:00:00+00:00,2024.9000244140625,2025.699951171875,2022.0999755859375,2023.0999755859375,14516,-0.0008889568899312916,GC=F
2023-05-05 18:00:00+00:00,2023.199951171875,2024.5,2021.0999755859375,2024.4000244140625,4824,0.0006426023645957901,GC=F
2023-05-05 19:00:00+00:00,2024.4000244140625,2026.5999755859375,2022.9000244140625,2025.699951171875,4604,0.0006421293924794291,GC=F
2023-05-05 20:00:00+00:00,2025.5999755859375,2026.9000244140625,2023.699951171875,2024.9000244140625,2778,-0.00039488906407370017,GC=F
2023-05-07 22:00:00+00:00,2024.5999755859375,2026.4000244140625,2022.0,2022.4000244140625,1430,-0.0012346288556757123,GC=F
2023-05-07 23:00:00+00:00,2022.5,2025.0,2022.4000244140625,2023.699951171875,1631,0.0006427644096715923,GC=F
2023-05-08 00:00:00+00:00,2023.699951171875,2026.0999755859375,2023.300048828125,2025.5,2176,0.0008894840497883916,GC=F
2023-05-08 01:00:00+00:00,2025.5,2026.0999755859375,2022.5999755859375,2024.800048828125,2766,-0.0003455695738706632,GC=F
2023-05-08 02:00:00+00:00,2024.9000244140625,2028.9000244140625,2024.0999755859375,2027.699951171875,3846,0.0014321919566469,GC=F
2023-05-08 03:00:00+00:00,2027.699951171875,2031.5999755859375,2027.0,2030.800048828125,2451,0.001528873961089916,GC=F
2023-05-08 04:00:00+00:00,2030.800048828125,2032.0999755859375,2030.300048828125,2031.199951171875,1837,0.00019691862031456786,GC=F
2023-05-08 05:00:00+00:00,2031.199951171875,2032.300048828125,2027.800048828125,2028.5999755859375,3188,-0.0012800195197116837,GC=F
2023-05-08 06:00:00+00:00,2028.699951171875,2030.5999755859375,2028.0999755859375,2029.800048828125,3464,0.0005915770761264483,GC=F
2023-05-08 07:00:00+00:00,2029.699951171875,2030.199951171875,2028.5,2028.9000244140625,3055,-0.0004434054549274924,GC=F
2023-05-08 08:00:00+00:00,2028.800048828125,2030.300048828125,2027.300048828125,2029.800048828125,3631,0.000443602150540956,GC=F
2023-05-08 09:00:00+00:00,2029.800048828125,2031.5,2029.300048828125,2029.800048828125,2236,0.0,GC=F
2023-05-08 10:00:00+00:00,2029.699951171875,2032.5,2029.699951171875,2031.5999755859375,2794,0.0008867507707726041,GC=F
2023-05-08 11:00:00+00:00,2031.5,2033.199951171875,2028.800048828125,2029.699951171875,13793,-0.0009352354975858956,GC=F
2023-05-08 12:00:00+00:00,2029.699951171875,2034.800048828125,2029.300048828125,2033.699951171875,11053,0.001970734638728544,GC=F
2023-05-08 13:00:00+00:00,2033.699951171875,2034.4000244140625,2025.300048828125,2032.4000244140625,21490,-0.0006391929925864126,GC=F
2023-05-08 14:00:00+00:00,2032.300048828125,2033.9000244140625,2030.300048828125,2031.699951171875,15637,-0.00034445642283897904,GC=F
2023-05-08 15:00:00+00:00,2031.9000244140625,2037.0999755859375,2030.199951171875,2034.800048828125,17922,0.0015258639222104353,GC=F
2023-05-08 16:00:00+00:00,2035.300048828125,2037.0999755859375,2033.9000244140625,2034.800048828125,7400,0.0,GC=F
2023-05-08 17:00:00+00:00,2034.699951171875,2035.699951171875,2030.300048828125,2031.300048828125,30049,-0.0017200707273501425,GC=F
2023-05-08 18:00:00+00:00,2031.300048828125,2031.300048828125,2027.9000244140625,2028.800048828125,6585,-0.0012307389060726148,GC=F
2023-05-08 19:00:00+00:00,2028.800048828125,2029.800048828125,2027.4000244140625,2027.5999755859375,3143,-0.0005915187368418229,GC=F
2023-05-08 20:00:00+00:00,2027.699951171875,2028.9000244140625,2027.5,2028.5,2290,0.00044388657767790995,GC=F
2023-05-08 22:00:00+00:00,2028.4000244140625,2029.5,2027.800048828125,2029.199951171875,0,0.00034505850227994905,GC=F
2023-05-08 23:00:00+00:00,2029.0999755859375,2029.0999755859375,2027.199951171875,2028.199951171875,1447,-0.0004928050581819443,GC=F
2023-05-09 00:00:00+00:00,2028.300048828125,2028.300048828125,2026.4000244140625,2027.0999755859375,1877,-0.0005423408009165298,GC=F
2023-05-09 01:00:00+00:00,2027.0,2031.5,2026.800048828125,2029.699951171875,3503,0.0012826084639392388,GC=F
2023-05-09 02:00:00+00:00,2029.800048828125,2031.4000244140625,2028.9000244140625,2030.800048828125,1364,0.0005420001392890672,GC=F
2023-05-09 03:00:00+00:00,2030.9000244140625,2032.300048828125,2029.300048828125,2032.0999755859375,1952,0.0006401057349603168,GC=F
2023-05-09 04:00:00+00:00,2032.4000244140625,2034.0,2032.0,2032.9000244140625,3177,0.0003937054464528966,GC=F
2023-05-09 05:00:00+00:00,2032.800048828125,2036.0,2032.5999755859375,2033.300048828125,2916,0.00019677525173822374,GC=F
2023-05-09 06:00:00+00:00,2033.4000244140625,2035.199951171875,2030.9000244140625,2031.300048828125,4835,-0.0009836226587180974,GC=F
2023-05-09 07:00:00+00:00,2031.5,2033.0,2028.0,2031.5999755859375,7847,0.00014765261192484225,GC=F
2023-05-09 08:00:00+00:00,2031.699951171875,2033.199951171875,2028.300048828125,2032.5999755859375,4955,0.0004922228844346233,GC=F
2023-05-09 09:00:00+00:00,2032.5999755859375,2035.800048828125,2032.0999755859375,2035.699951171875,5036,0.0015251282215744677,GC=F
2023-05-09 10:00:00+00:00,2035.5999755859375,2038.800048828125,2035.300048828125,2038.300048828125,9872,0.0012772499477406996,GC=F
2023-05-09 11:00:00+00:00,2038.4000244140625,2040.300048828125,2037.9000244140625,2038.4000244140625,6948,4.9048512752003504e-05,GC=F
2023-05-09 12:00:00+00:00,2038.5,2039.5,2034.0,2034.300048828125,10506,-0.00201136947450542,GC=F
2023-05-09 13:00:00+00:00,2034.4000244140625,2037.9000244140625,2030.300048828125,2037.5999755859375,23501,0.0016221435769583348,GC=F
2023-05-09 14:00:00+00:00,2037.5,2037.699951171875,2032.5999755859375,2033.0999755859375,14446,-0.00220848059183254,GC=F
2023-05-09 15:00:00+00:00,2033.0999755859375,2034.800048828125,2031.4000244140625,2034.0999755859375,9407,0.0004918597275138659,GC=F
2023-05-09 16:00:00+00:00,2034.199951171875,2040.0,2034.0999755859375,2038.4000244140625,22799,0.0021139810627481825,GC=F
2023-05-09 17:00:00+00:00,2038.4000244140625,2045.0999755859375,2038.0999755859375,2043.0999755859375,35855,0.0023057060025428733,GC=F
2023-05-09 18:00:00+00:00,2043.0999755859375,2044.5,2042.199951171875,2042.5999755859375,4044,-0.00024472615436088585,GC=F
2023-05-09 19:00:00+00:00,2042.5999755859375,2043.0,2041.4000244140625,2041.800048828125,3125,-0.00039162183852614607,GC=F
2023-05-09 20:00:00+00:00,2041.800048828125,2042.5,2041.5,2041.800048828125,1347,0.0,GC=F
2023-05-09 22:00:00+00:00,2041.5999755859375,2043.5999755859375,2041.5,2043.0999755859375,0,0.0006366572273119875,GC=F
2023-05-09 23:00:00+00:00,2043.199951171875,2044.199951171875,2042.9000244140625,2043.300048828125,1127,9.792631030203225e-05,GC=F
2023-05-10 00:00:00+00:00,2043.4000244140625,2045.300048828125,2041.9000244140625,2043.5,2518,9.785697993280884e-05,GC=F
2023-05-10 01:00:00+00:00,2043.5999755859375,2044.0,2040.0,2040.0999755859375,2970,-0.0016638240342855548,GC=F
2023-05-10 02:00:00+00:00,2040.0,2040.800048828125,2037.5,2038.5999755859375,2931,-0.0007352580843834611,GC=F
2023-05-10 03:00:00+00:00,2038.5999755859375,2039.699951171875,2037.800048828125,2038.5999755859375,1760,0.0,GC=F
2023-05-10 04:00:00+00:00,2038.699951171875,2038.699951171875,2036.5,2037.5999755859375,1597,-0.0004905327244069113,GC=F
2023-05-10 05:00:00+00:00,2037.5999755859375,2038.4000244140625,2034.699951171875,2035.9000244140625,2953,-0.0008342909266997323,GC=F
2023-05-10 06:00:00+00:00,2035.9000244140625,2040.0,2034.300048828125,2039.0,5915,0.0015226560974326286,GC=F
2023-05-10 07:00:00+00:00,2039.0,2039.0999755859375,2035.0999755859375,2038.699951171875,6152,-0.00014715489363659184,GC=F
2023-05-10 08:00:00+00:00,2038.800048828125,2038.9000244140625,2033.199951171875,2035.300048828125,5151,-0.0016676815741304418,GC=F
2023-05-10 09:00:00+00:00,2035.4000244140625,2036.9000244140625,2034.9000244140625,2035.9000244140625,4192,0.00029478483346134787,GC=F
2023-05-10 10:00:00+00:00,2035.9000244140625,2039.0,2035.9000244140625,2038.300048828125,3235,0.0011788518027811001,GC=F
2023-05-10 11:00:00+00:00,2038.199951171875,2038.699951171875,2035.0999755859375,2036.199951171875,4185,-0.001030318209263359,GC=F
2023-05-10 12:00:00+00:00,2036.300048828125,2056.0,2032.0,2052.800048828125,43329,0.008152488976682415,GC=F
2023-05-10 13:00:00+00:00,2052.89990234375,2054.0,2038.5999755859375,2045.0999755859375,38893,-0.0037510098689753635,GC=F
2023-05-10 14:00:00+00:00,2045.0999755859375,2045.0999755859375,2034.9000244140625,2035.300048828125,40798,-0.004791905958047238,GC=F
2023-05-10 15:00:00+00:00,2035.300048828125,2036.699951171875,2028.300048828125,2031.9000244140625,26809,-0.0016705273583715874,GC=F
2023-05-10 16:00:00+00:00,2032.0,2035.699951171875,2031.4000244140625,2034.699951171875,13681,0.001377984509163932,GC=F
2023-05-10 17:00:00+00:00,2034.9000244140625,2040.199951171875,2034.0,2037.800048828125,19516,0.001523614159652631,GC=F
2023-05-10 18:00:00+00:00,2037.800048828125,2041.0999755859375,2037.4000244140625,2039.0,6907,0.0005888463750725048,GC=F
2023-05-10 19:00:00+00:00,2039.0,2039.4000244140625,2035.9000244140625,2037.699951171875,4778,-0.00063759138211128,GC=F
2023-05-10 20:00:00+00:00,2037.800048828125,2038.4000244140625,2035.9000244140625,2036.800048828125,0,-0.00044162652270396396,GC=F
2023-05-10 22:00:00+00:00,2036.800048828125,2037.699951171875,2036.199951171875,2037.199951171875,1003,0.00019633853798262102,GC=F
2023-05-10 23:00:00+00:00,2037.199951171875,2038.4000244140625,2036.800048828125,2037.699951171875,750,0.00024543491654438476,GC=F
2023-05-11 00:00:00+00:00,2037.699951171875,2041.5999755859375,2037.5,2041.4000244140625,2221,0.0018158086719586297,GC=F
2023-05-11 01:00:00+00:00,2041.5,2042.5,2038.9000244140625,2039.5,3380,-0.000930745758469298,GC=F
2023-05-11 02:00:00+00:00,2039.4000244140625,2040.0,2037.0999755859375,2038.4000244140625,2794,-0.0005393359087705329,GC=F
2023-05-11 03:00:00+00:00,2038.300048828125,2039.9000244140625,2037.800048828125,2038.4000244140625,1714,0.0,GC=F
2023-05-11 04:00:00+00:00,2038.5999755859375,2038.5999755859375,2036.199951171875,2037.0999755859375,1649,-0.0006377790485450063,GC=F
2023-05-11 05:00:00+00:00,2037.0999755859375,2039.199951171875,2036.0999755859375,2038.4000244140625,2132,0.000638186070249791,GC=F
2023-05-11 06:00:00+00:00,2038.300048828125,2038.9000244140625,2033.300048828125,2033.5,6292,-0.0024038581021263994,GC=F
2023-05-11 07:00:00+00:00,2033.5,2034.5,2027.5999755859375,2031.5999755859375,10998,-0.0009343616494037477,GC=F
2023-05-11 08:00:00+00:00,2031.5,2031.5,2027.5999755859375,2028.4000244140625,7245,-0.0015750891958699054,GC=F
2023-05-11 09:00:00+00:00,2028.4000244140625,2034.0,2026.9000244140625,2032.699951171875,10967,0.0021198613222530582,GC=F
2023-05-11 10:00:00+00:00,2032.800048828125,2035.4000244140625,2032.300048828125,2035.0,4100,0.0011315240238969348,GC=F
2023-05-11 11:00:00+00:00,2035.199951171875,2045.4000244140625,2034.800048828125,2043.0,17989,0.0039312039312038305,GC=F
2023-05-11 12:00:00+00:00,2043.0,2047.5999755859375,2034.699951171875,2043.5,26556,0.00024473813020065016,GC=F
2023-05-11 13:00:00+00:00,2043.5999755859375,2044.199951171875,2016.699951171875,2018.4000244140625,66384,-0.012282836107627815,GC=F
2023-05-11 14:00:00+00:00,2018.300048828125,2028.0,2018.0,2027.0,34548,0.004260788486877942,GC=F
2023-05-11 15:00:00+00:00,2026.9000244140625,2027.800048828125,2018.9000244140625,2019.300048828125,14162,-0.003798693227368033,GC=F
2023-05-11 16:00:00+00:00,2019.199951171875,2024.0,2018.5,2021.199951171875,12800,0.0009408717366459207,GC=F
2023-05-11 17:00:00+00:00,2021.0999755859375,2023.199951171875,2019.0,2019.5999755859375,31990,-0.0007915968853106081,GC=F
2023-05-11 18:00:00+00:00,2019.5,2020.800048828125,2018.9000244140625,2020.0999755859375,10102,0.0002475737799783051,GC=F
2023-05-11 19:00:00+00:00,2019.9000244140625,2022.0999755859375,2019.0,2019.9000244140625,4485,-9.898082980619449e-05,GC=F
2023-05-11 20:00:00+00:00,2019.9000244140625,2020.699951171875,2019.300048828125,2020.5,1583,0.00029703231778088757,GC=F
2023-05-11 22:00:00+00:00,2020.5,2021.5999755859375,2020.0999755859375,2021.0999755859375,0,0.0002969441157820718,GC=F
2023-05-11 23:00:00+00:00,2021.0999755859375,2021.699951171875,2020.5,2021.5,1350,0.00019792411008601185,GC=F
2023-05-12 00:00:00+00:00,2021.5,2022.699951171875,2020.199951171875,2021.300048828125,2975,-9.891227893887855e-05,GC=F
2023-05-12 01:00:00+00:00,2021.4000244140625,2021.800048828125,2015.5,2017.0,6240,-0.0021273678940531004,GC=F
2023-05-12 02:00:00+00:00,2017.0,2017.9000244140625,2013.800048828125,2015.699951171875,6147,-0.0006445457749751915,GC=F
2023-05-12 03:00:00+00:00,2015.699951171875,2017.199951171875,2014.800048828125,2016.300048828125,3561,0.00029771179778070866,GC=F
2023-05-12 04:00:00+00:00,2016.5,2017.199951171875,2015.800048828125,2016.800048828125,1263,0.0002479789653779818,GC=F
2023-05-12 05:00:00+00:00,2016.800048828125,2017.199951171875,2013.800048828125,2014.5999755859375,3822,-0.0010908732590847459,GC=F
2023-05-12 06:00:00+00:00,2014.5,2016.5999755859375,2010.5999755859375,2014.800048828125,8559,9.931164728094188e-05,GC=F
2023-05-12 07:00:00+00:00,2014.9000244140625,2017.800048828125,2013.0,2013.9000244140625,9175,-0.0004467065675256565,GC=F
